captured_at,openai_rank,domain,openai_tests,openai_score,recharge_claim,openai_multiplier_claim,pricing_url,veridrop_detail_url,official_description
2026-07-26T13:29:22+00:00,11,api.790053500.com,108,99,未披露,未披露,https://790053500.com/,https://veridrop.org/leaderboard/api.790053500.com,官方简介 透明 · 可靠 · 直达 ✅ 一口价，无隐形消费 ✅ 7×24 即时技术支持 ✅ 官方 API 直连，真实透传 让Ai一触即发。
2026-07-26T13:29:22+00:00,12,jizhiapi.site,46,99,未披露,iro90+%缓0.12 image2低至0.05一张，nano banana2低至0.09一张 gemini倍率低至0.2 欢迎企业进行对接，目前已成立公司办理合规手续，支持公对公，永不跑路 量大可继续降价,https://jizhiapi.site,https://veridrop.org/leaderboard/jizhiapi.site,极智API 支持 Claude、GPT、Gemini 等主流模型，是专注于 低价GPT，Kiro 反代 Claude 的AI 大模型中转平台 新用户注册即送3刀额度，进qq群联系管理员添加即可，QQ交流群：1030104622 GPT特惠渠道0.06 plus+pro混池0.13 纯pro池0.15 kiro90+%缓0.12 image2低至0.05一张，nano banana2低至0.09一张 gemini倍率低至0.2 欢迎企业进行对接，目前已成立公司办理合规手续，支持公对公，永不跑路 量大可继续降价。支持最新的旗舰模型， cctest测试正常倍率，缓存90%+ ，量大可谈价，欢迎蒸馏，平台稳定运行，按量计费，已服务数家企业，数千名开发者用户，是您使用 Claude Gpt 等AI最优质的中转选择。
2026-07-26T13:29:22+00:00,13,dasuapi.com,31,94,未披露,未披露,https://dasuapi.cn/models,https://veridrop.org/leaderboard/dasuapi.com,主推claude code ccmax号池 满血，稳定，支持1h缓存 价格低
2026-07-26T13:29:22+00:00,14,anpin.ai,36,99,未披露,未披露,https://anpin.ai/,https://veridrop.org/leaderboard/anpin.ai,anpin.ai 是一家致力于推动 AI 普惠的高端 AI 中转服务平台。 我们以先进的技术架构和全球分布式部署，为用户提供直达国际顶尖大模型的高速通道。 在 AI 时代，我们深刻理解数据安全、稳定性和真实性的核心价值：数据安全：采用银行级加密标准与零知识架构，全程保护用户隐私与数据主权； 极致稳定：多线智能路由 + 冗余备份系统，确保服务全年无休、高可用运行； 模型真实性：不做任何内容干预与二次过滤，让您体验到最纯粹、最强大的原生模型能力。 anpin.ai，不只是中转站，更是您连接前沿智能世界的安全、可靠、高效桥梁
2026-07-26T13:29:22+00:00,15,x-llm.net,227,99,未披露,未披露,https://x-llm.cc/pricing,https://veridrop.org/leaderboard/x-llm.net,主打便宜 + 企业级稳定，支持多模型统一接入。长期低倍率、价格透明、线路稳定，适合个人与团队长期使用。
2026-07-26T13:29:22+00:00,16,api.loomcode.cn,77,99,未披露,Codex 订阅倍率低至 0.11x 每月最高使用：5600$ 按量付费低至 0.11x 限时特价,https://loomcode.cn/prcing,https://veridrop.org/leaderboard/api.loomcode.cn,Codex 订阅倍率低至 0.11x 每月最高使用：5600$ 按量付费低至 0.11x 限时特价！！！ 稳定率达到 99% CCMax 更低倍率套餐来袭
2026-07-26T13:29:22+00:00,17,linkai.shop,21,99,未披露,未披露,https://linkai.shop/available-channels,https://veridrop.org/leaderboard/linkai.shop,LinkAI 简介 LinkAI 是面向开发者和团队的 AI 服务统一接入平台，提供统一密钥、模型路由、用量统计、额度管理与服务监控等能力，帮助用户更高效地接入和管理 Claude、GPT 等模型服务。 平台将多模型接入、调用分发、成本统计和团队管理整合到同一套系统中，降低接入复杂度，提升服务稳定性与运维效率。 我们的优势 统一接入 通过统一 API 密钥和标准化接口接入多类模型服务，减少重复配置和多平台维护成本。 多模型支持 支持 Claude、GPT、Gemini 等模型通道，可根据不同业务场景灵活选择。 稳定可靠 结合通道监控、状态检测和智能路由机制，降低单一服务异常对业务调用的影响。 用量清晰 提供请求数、Token、费用等用量统计，便于成本核算、预算控制和使用分析。 团队管理 支持用户额度、权限、并发和分组管理，适合团队统一分配和管控资源。 技术支持 提供客服与技术支持，协助处理接入配置、调用异常、计费说明和模型使用等问题。 登录便捷 支持邮箱注册，并兼容 Google、Linux.do 等第三方登录方式。
2026-07-26T13:29:22+00:00,18,quotarouter.ai,5,96,未披露,未披露,https://quotarouter.ai/available-channels,https://veridrop.org/leaderboard/quotarouter.ai,1.我们的网站属于第三方中转服务类站点，我们提供统一的 API 入口、密钥管理、额度控制、用量统计和请求路由能力，帮助用户更稳定、更可控地接入多类 AI 模型服务。 2.我们的主要优势在界面美观易懂，操作简单上手快。 提供google/github快捷登录更加安全可靠。 价格优势，我们的价格不论是相对官方还是其他同类型网站来说倍率更低，一手号池静态ip搭建更加稳定不会出现断供现象。 3.在联系我们菜单中我们留下了客服的联系方式，无论是您遇到什么问题都可以向我们咨询，客服都会为您做出解答。
2026-07-26T13:29:22+00:00,19,passion8.cc,481,99,1:1 透明计费 充值门槛低、明码标价（1¥=1$ 额度），无任何隐性扣费与消费套路，查看定价 一目了然,未披露,https://passion8.cc/pricing,https://veridrop.org/leaderboard/passion8.cc,关于我们 我们是一家专注于 AI 大模型 API 中转服务的专业平台，致力于为开发者、企业及独立创新者提供高稳定、极速响应、绝对可信赖的全球顶尖大模型接口接入服务。 我们的核心优势 本站检测常驻榜一（硬核实力） 在本站的模型能力检测中，我们的 Claude 、GPT系列模型长期霸榜第一。历经累计 400+ 次（数据每日持续递增）的高强度检测，始终保持 0 失败、0 降智记录。用无可挑剔的真实数据，为您提供真正媲美官方原厂的极致体验。 真实官方透传 直连 Anthropic、OpenAI、Google、 Grok 等官方原生 API，承诺不掺假、不混淆、不降智，百分百还原模型原生逻辑与最强上下文能力。 多节点高可用架构 采用自研的高并发负载均衡架构，多节点全时段守护，完美应对突发批量调用，保障每一次 Request 均能实现低延迟、高成功率返回。 1:1 透明计费 充值门槛低、明码标价（1¥=1$ 额度），无任何隐性扣费与消费套路，查看定价 一目了然。 7×24 小时技术支持 全天候在线客服与技术团队实时响应，随时随地为您排忧解难，拒绝“排查焦虑”。 为什么选择我们？ 在 API 中转行业，“信任”与“稳定”胜过一切雄辩。在本站斩获的常驻榜一战绩与 0 失败记录是我们对技术底线的坚持，透明的价格与真实的接口是我们对用户的承诺。 立即注册，将您的应用接入行业最稳定的 AI 算力通道！
2026-07-26T13:29:22+00:00,20,niubiai.ai,9,99,未披露,未披露,https://niubiai.ai/pricing,https://veridrop.org/leaderboard/niubiai.ai,NBAI中转站｜透明计费，自助查看，用多少算多少 牛逼AI中转站是面向 AI 开发者、企业用户和个人玩家的一站式模型中转服务平台，帮助用户更方便地接入和使用多种主流 AI 模型能力。 官网地址：niubiai.ai 为什么选择我们？ 1. 计费透明 平台采用清晰透明的计费方式，用户可在后台自行查看余额、用量、消耗记录和调用明细。 每一笔消耗都有迹可查，不搞隐藏扣费，不让用户糊里糊涂花钱。 2. 自助查询用量 用户可登录官网后台，随时查看： 当前账户余额 模型调用记录 Token 消耗情况 接口请求情况 历史消费明细 真正做到用多少、扣多少、查得到。 3. 多模型统一接入 平台支持通过统一接口接入多种 AI 模型，方便开发者快速集成到自己的产品、网站、工具或业务系统中。 适合用于： AI 聊天应用 智能客服 企业 AI 工具 Codex / Claude / ChatGPT 类工具接入 自动化工作流 私有化业务系统 AI 能力扩展 4. 降低接入门槛 无需复杂配置，即可快速获取 API Key 并开始调用。无论是个人测试、项目开发，还是企业业务集成，都可以更高效地完成模型接入。 5. 适合开发者和企业使用 对于开发者来说，平台可以减少模型接入和切换成本。 对于企业来说，平台可以作为 AI 能力底座，用于搭建客服、办公自动化、数据分析、内容生成、代码辅助等场景。 我们适合谁？ 想接入 AI API 的开发者 想降低模型使用门槛的个人用户 需要 AI 能力的企业团队 需要接入 Codex、Claude、ChatGPT 等工具的用户 想统一管理 AI 调用和消耗记录的项目方 透明、稳定、可控 NBAI中转站坚持让用户清楚知道自己的每一次调用和每一笔消耗。 价格、余额、用量、记录均可在后台自行查看，避免传统 AI 接入中“看不懂账单、查不到消耗、不知道钱花在哪里”的问题。 立即开始使用 访问官网：niubiai.ai 注册账号，获取 API Key，即可开始接入 AI 模型能力。
2026-07-26T13:29:22+00:00,21,gwlink.cc,10,99,未披露,未披露,https://gwlink.cc/pricing,https://veridrop.org/leaderboard/gwlink.cc,Claude ChatGPT Gemini 全家桶 按量计费 计费透明 自营号池 保障数据安全 客服7*24h响应
2026-07-26T13:29:22+00:00,22,onepig123.com,45,99,未披露,未披露,,https://veridrop.org/leaderboard/onepig123.com,
2026-07-26T13:29:22+00:00,23,api.yuboar.com,8,100,未披露,未披露,https://api.yuboar.com/modelPricing,https://veridrop.org/leaderboard/api.yuboar.com,YuboarAPI 是专为 AI 时代打造的人工智能大模型 API 聚合平台，致力于为 AI 开发程序员提供最便捷、高效的大模型接入服务。作为行业领先的 API 聚合解决方案，YuboarAPI 让开发者能够轻松驾驭全球顶尖的 AI 大模型资源。 依托标准化的技术架构，开发者无需分别对接不同厂商的接口协议，仅通过一个统一密钥即可调用包括 Claude、GPT-4、LLaMA、文心一言等在内的 300 + 主流大模型，大幅简化多模型接入的技术门槛。平台搭载的动态路由算法，可根据任务类型智能匹配最优模型组合，例如将长文本处理与情感分析能力精准搭配，助力开发者实现响应准确率提升、开发周期缩短的双重价值。 在性能与成本优化上，YuboarAPI 构建了多区域冗余部署架构，实现 99.99% 的服务可用性保障，API 请求延迟低至毫秒级，同时通过聚合调度将企业级用户的模型调用成本较官方渠道降低 30%-60%。针对数据安全需求，平台采用端到端加密技术，符合国内数据安全法规及等保合规要求，为金融、制造等敏感行业的 AI 应用提供安全底座。 从初创团队的原型开发到大型企业的规模化部署，YuboarAPI 可适配全场景开发需求，让开发者无需关注底层模型的选型、运维与优化，专注聚焦业务逻辑创新，加速 AI 应用从构思到落地的全过程。
2026-07-26T13:29:22+00:00,24,zivv.pro,4,96,未披露,未披露,https://zivv.pro/model-hub,https://veridrop.org/leaderboard/zivv.pro,统一计费，无隐藏费用，按量付费。 完美兼容 OpenAI、Anthropic 和 Gemini 三大协议。 直连官方，满血模型。
2026-07-26T13:29:22+00:00,25,www.bytecatcode.org,6,99,未披露,未披露,https://www.bytecatcode.org/pricing,https://veridrop.org/leaderboard/www.bytecatcode.org,模型全面覆盖：Claude、GPT、Gemini 及国产前沿大模型一站式接入，无需多平台切换 稳定性优先：服务可用性始终放在第一位，全链路监控保障业务连续性 价格实惠，计费透明：按量计费，无隐藏费用，用多少花多少，账单明细随时可查 在保持性价比的同时，相对稳定性的保障
2026-07-26T13:29:22+00:00,26,codereel.pro,35,81,未披露,Codex 订阅 倍率低至 0.08x 按量付费 纯 Pro 模型倍率低至 0.12x AI 图片生成 低至 ¥0.03/张,https://codereel.pro/pricing,https://veridrop.org/leaderboard/codereel.pro,CodeReel AI 模型 API 一个 API，接入多种 AI 模型 代码、图片、视频模型统一接入，支持 AI API 按量使用。 Codex 订阅 倍率低至 0.08x 按量付费 纯 Pro 模型倍率低至 0.12x AI 图片生成 低至 ¥0.03/张
2026-07-26T13:29:22+00:00,27,api.sublyx.org,3,99,未披露,未披露,,https://veridrop.org/leaderboard/api.sublyx.org,Sublyx 提供 OpenAI、Claude、Gemini 等 AI API 统一接入，稳定高速，按需付费，适合开发者与团队生产环境。
2026-07-26T13:29:22+00:00,28,kapibala.asia,4,97,未披露,未披露,https://kapibala.asia/pricing,https://veridrop.org/leaderboard/kapibala.asia,卡皮巴拉站定位于稳定、干净、长期可用的 AI API 中转服务，主要服务对模型质量、稳定性和数据安全有较高要求的用户群体，包括硕博生、Vibe Coding 用户、开发者、企业团队以及高校课题组等。 我们面向的不是单纯追求低价的用户，而是希望以更合理的成本，获得接近官方体验的高质量模型服务。 GPT 与 Claude 相关通道基于官方账号分发，已配置 Pro x20、Pro Max x20 等官方账号资源；Gemini 使用官方 Key，模型能力完整，不掺水、不私自修改参数，接口参数尽量保持与官方 API 一致，方便开发者迁移和长期使用。 很多用户反馈缓存比例高、消耗耐用，适合高频调用和 Coding 场景。 在数据安全方面，卡皮巴拉站由大学生创业团队运营，我们自己也长期使用相关服务，因此非常重视用户隐私与长期口碑。平台不出售用户数据，不做来源不明、短期套利式服务，后续也会逐步走向正规化运营，并支持开发票。 我们的服务特点是耐心、响应快、售后在线。用户加入 QQ 群或添加联系方式后，遇到 API 接入、模型调用、Claude Code、图片生成、自动化工作流等问题，都可以及时反馈和交流。 同时，我们希望卡皮巴拉站不仅是一个中转站，也逐步发展成一个 AI 交流社区。在 QQ 群和抖音群中，客户、开发者和技术达人可以一起交流 AI 前沿工具、使用经验和行业玩法；我们也愿意帮助用户和技术创作者宣传优秀作品，形成互助互惠、共同成长的 AI 社区环境。 价格方面，余额支付为 3 元人民币 = 10 美金额度；同时提供 30 天 Coding Plan： 78 元人民币 = 400 美金额度； 220 元人民币 = 1200 美金额度； 360 元人民币 = 2000 美金额度。 卡皮巴拉站的目标不是做全网最低价，而是做稳定、透明、耐用、有人负责的 AI API 服务。
2026-07-26T13:29:22+00:00,29,onehop.ai,3,96,🎁 加入 Telegram 群，领取好礼 🎁 输入优惠码 VERIDROP，首次充值加赠 20%,未披露,https://onehop.ai/pricing,https://veridrop.org/leaderboard/onehop.ai,OneHop.ai OneHop.ai 是一家以稳定性为核心的 AI 模型聚合与智能路由平台。 通过统一的 API 和密钥，即可接入 OpenAI、Anthropic、Google、DeepSeek 等主流厂商的数百款模型，并依托多层冗余与自动切换机制保障服务高可用。 其业务特色在于显著降低多模型集成和运维成本，同时提供更具竞争力的价格、按量付费及未使用余额可退款机制，让开发者和企业能够更灵活、可靠地构建 AI 应用。 注册福利 🎁 注册即送 $1 试用金 🎁 加入 Telegram 群，领取好礼 🎁 输入优惠码 VERIDROP，首次充值加赠 20%
2026-07-26T13:29:22+00:00,30,9527code.com,14,99,未披露,未披露,https://9527code.com/pricing,https://veridrop.org/leaderboard/9527code.com,企业级满血高速 · 私有线路专属 100%官方原版模型，拒绝套壳残血，质量与速度双满血。 技术硬实力： 全自动网管路由：智能调度最优路径，实时规避拥堵 多级别容灾体系：节点级、机房级、城市级自动切换，业务零感知 10G高带宽骨干网 + 毫秒级延迟，调用如飞 99.9% 服务稳定性，全年可用性承诺 7×24小时 技术护航，实时响应 商务全保障： 支持对公转账、正规合同、增值税专用发票，流程合规，企业背书可信赖。 信誉承诺：假一赔十，不虚假宣传。
2026-07-26T13:29:22+00:00,31,codexpp.com,9,95,未披露,未披露,https://codexpp.com/,https://veridrop.org/leaderboard/codexpp.com,
2026-07-26T13:29:22+00:00,32,byeapi.top,3,93,充值 1:1 美元额度，真实倍率，先领福利再体验,充值 1:1 美元额度，真实倍率，先领福利再体验,https://byeapi.top/available-channels,https://veridrop.org/leaderboard/byeapi.top,🎁 新用户进群即送 5 元体验金！ 充值 1:1 美元额度，真实倍率，先领福利再体验！ 关于我们 我们致力于打造一站式 AI 能力聚合平台，将当前主流的大语言模型与图像生成模型统一接入，为开发者、团队和个人用户提供稳定、高效、便捷的 API 服务。一个平台，即可满足多种 AI 应用场景。 平台优势 🧠 官方原生接口，完整模型能力 平台对接 Anthropic、OpenAI 等官方原生 API，支持 Claude、GPT 等主流模型，保持官方一致的模型能力，不降配、不混用、不套壳，尽可能还原原生使用体验。 🖼️ 主流图像模型统一接入 集成 image2、Banana 等热门图像生成能力，无论是文生图还是图像创作，都可通过统一接口完成，免去繁琐配置，开箱即可使用。 🤖 一个平台，覆盖主流 AI 模型 Claude、GPT、Grok 等热门模型集中管理，无需在多个平台分别注册、充值或维护账号，根据需求自由切换模型，调用更加便捷。 ⚡ 稳定可靠，高可用架构 采用多节点部署与负载均衡架构，支持高并发访问，降低请求失败率，保障接口稳定运行，为业务提供持续可靠的 AI 服务。 💬 专业技术支持 提供及时的售后与技术支持，遇到接口、模型或使用问题，可快速获得帮助，减少排查成本，提高开发效率。 为什么选择我们？ 优秀的 API 平台不仅需要丰富的模型，更需要长期稳定的服务能力。 相比只提供单一文本模型的平台，我们同时支持文本对话与图像生成，让开发、创作和业务接入都能在同一个平台完成，无需频繁切换不同服务商。 统一账号、统一余额、统一接口，让 AI 能力接入更简单、更高效。 立即注册，领取新人福利，体验更完整、更稳定的一站式 AI API 服务。
2026-07-26T13:29:22+00:00,33,relaybases.com,6,99,未披露,未披露,https://relaybases.com/pricing,https://veridrop.org/leaderboard/relaybases.com,不止文本，还有图像和视频模型。RelayBases 独有的无限画布，把图片生成、视频任务、提示词卡片和 Agent 编排串成一条工作流。
2026-07-26T13:29:22+00:00,34,mintpop.ai,5,97,7×24 技术与客服支持 新用户福利 - 注册即领 $10 等值 API 额度，兑换码：MINTPOPVD,未披露,https://mintpop.ai/,https://veridrop.org/leaderboard/mintpop.ai,Mintpop —— 中美大厂团队打造，美国公司主体运营的 AI API 平台 主流模型直连，稳定合规，开发者友好。 核心能力 - Claude、GPT 主流模型直连、原生满血 - 美国本土节点部署，多通道调度，故障自动切换 服务保障 - 支持微信 / 支付宝付款，支持开票 - 开放团队与企业开发者对接 - 7×24 技术与客服支持 新用户福利 - 注册即领 $10 等值 API 额度，兑换码：MINTPOPVD
2026-07-26T13:29:22+00:00,35,xbhuiz.com,2,96,未披露,未披露,,https://veridrop.org/leaderboard/xbhuiz.com,XMAPI —— 高速稳定的AI模型中转平台。覆盖GPT、Claude 等主流模型，三网优化专线，在线率98%+。为开发者和企业提供高性价比、即开即用的API服务，支持多模型统一接入。
2026-07-26T13:29:22+00:00,36,ai.fengl.cc,1,95,未披露,未披露,,https://veridrop.org/leaderboard/ai.fengl.cc,纯官方直连，无掺水、无降智，价格比其他中转站低好几倍
2026-07-26T13:29:22+00:00,37,api.routescope.ai,3,99,未披露,未披露,https://www.routescope.ai/console/pricing,https://veridrop.org/leaderboard/api.routescope.ai,Routescope企业级 AI 模型聚合平台，一套接口调用全球大模型 输入/输出 Token 独立计费 · 实时账单 · 永久额度 60+ 上游冗余 · 智能路由 · 平均延迟 < 300ms 官方直采，用户数据加密存储，等保合规，不泄露、不滥用 7×24 SLA · 响应 < 1h · 解决率 99%
2026-07-26T13:29:22+00:00,38,bestapi.store,1,84,未披露,未披露,https://bestapi.store/available-channels,https://veridrop.org/leaderboard/bestapi.store,Best API 做世上 最好 的 API 中转站
